WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
33,'s-Hertogenbosch,Ordina Open,2007-06-23,Tier 3,Outdoor,Grass,The Final,3,Chakvetadze A.,Jankovic J.,8.0,3.0,2078.0,3185.0,7.0,6.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,3.5,1.28,3.5,1.28,3.15,1.33,3.52,1.368,3.15,1.34
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Kanepi K.,Malek T.,58.0,87.0,455.75,347.75,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.83,1.83,1.85,1.9,1.75,2.0,1.98,1.926,1.88,1.88
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Vinci R.,Harkleroad A.,49.0,79.0,494.0,392.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.62,1.46,2.6,1.5,2.5,1.476,2.9,1.45,2.65
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Nakamura A.,Sucha M.,68.0,132.0,421.5,237.25,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,1.3,3.35,1.28,3.46,1.372,3.49,1.35,3.1
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Granville L.,Wozniak A.,77.0,90.0,395.0,340.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,1.33,3.15,1.36,3.0,1.395,3.33,1.38,2.95
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Bammer S.,Lepchenko V.,21.0,102.0,1058.0,298.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.07,7.5,1.05,10.0,1.06,7.91,1.063,14.0,1.07,8.0
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Peer S.,Tanasugarn T.,16.0,55.0,1477.0,466.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.12,5.5,1.11,6.0,1.08,6.91,1.111,8.75,1.12,5.8
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Safarova L.,Ondraskova Z.,25.0,120.0,963.0,265.5,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.05,9,1.06,9.0,1.05,8.5,1.061,14.0,1.05,10.0
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Schnyder P.,Pin C.,15.0,78.0,1569.0,393.25,6.0,1.0,4.0,6.0,8.0,6.0,2.0,1.0,Completed,1.19,4.33,1.28,3.5,1.25,3.75,1.31,3.93,1.28,3.55
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Hingis M.,Cavaday N.,11.0,232.0,1817.0,117.5,6.0,7.0,7.0,5.0,6.0,0.0,2.0,1.0,Completed,1.03,11,1.05,10.0,1.04,9.25,1.08,11.0,1.04,11.0
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Williams S.,Dominguez Lino L.,8.0,57.0,2130.0,461.0,7.0,5.0,6.0,0.0,,,2.0,0.0,Completed,1.01,15,1.01,15.0,1.01,17.0,1.019,38.5,1.01,25.0
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Molik A.,Rodionova A.,75.0,69.0,401.75,414.5,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,1.38,2.9,1.3,3.3,1.364,3.55,1.37,3.0
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Dushevina V.,Bacsinszky T.,83.0,91.0,375.75,337.5,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.44,2.62,1.5,2.5,1.45,2.65,1.524,2.78,1.5,2.5
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Henin J.,Cravero J.,1.0,117.0,4499.0,267.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.0,17,1.01,15.0,1.01,17.0,1.013,56.0,1.01,30.0
34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Bartoli M.,Pennetta F.,19.0,63.0,1213.0,438.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.25,3.75,1.24,3.8,1.25,3.75,1.3,4.03,1.28,3.55
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Sequera M.,Schruff J.,56.0,110.0,462.0,283.75,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,1.28,3.5,1.35,3.05,1.375,3.47,1.37,3.0
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Stosur S.,Brandi K.,28.0,204.0,855.0,142.0,4.0,6.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.25,3.75,1.3,3.35,1.28,3.46,1.282,4.25,1.27,3.6
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Hantuchova D.,Pavlyuchenkova A.,12.0,311.0,1813.0,76.5,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.07,7.5,1.06,9.0,1.05,8.5,1.067,13.0,1.07,8.0
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Srebotnik K.,Baltacha E.,22.0,274.0,1028.0,96.0,7.0,6.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.28,3.5,1.27,3.6,1.28,3.46,1.309,3.94,1.29,3.45
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Likhovtseva E.,Camerin M.E.,50.0,70.0,489.0,410.0,3.0,6.0,6.0,1.0,7.0,5.0,2.0,1.0,Completed,1.16,4.5,1.17,4.65,1.17,4.65,1.192,5.71,1.2,4.3
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Ozegovic N.,Groenefeld A.L.,186.0,135.0,160.0,236.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.9,1.8,1.75,2.0,1.87,1.87,1.926,1.98,1.88,1.88
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Mauresmo A.,Jackson J.,4.0,158.0,2984.0,200.5,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.01,13,1.02,14.0,1.02,14.5,1.021,33.56,1.03,12.0
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,O'brien K.,Kloesel S.,154.0,104.0,206.5,295.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.36,3,1.38,2.9,1.36,3.0,,,1.35,3.1
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Vesnina E.,Poutchkova O.,67.0,32.0,426.75,646.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.38,2.87,1.4,2.8,1.35,3.05,1.398,3.31,1.37,3.0
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Bondarenko A.,Craybas J.,24.0,64.0,971.0,433.5,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.16,4.5,1.2,4.25,1.17,4.65,1.207,5.44,1.17,4.8
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Szavay A.,Birnerova E.,72.0,97.0,409.25,321.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.16,4.5,1.16,4.85,1.17,4.65,1.211,5.35,1.17,4.8
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Krajicek M.,Obziler T.,45.0,81.0,538.0,383.0,6.0,2.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.08,7,1.1,6.3,1.08,6.91,1.111,8.75,1.07,8.2
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Daniilidou E.,Dulko G.,47.0,36.0,513.5,593.75,5.0,7.0,6.0,3.0,8.0,6.0,2.0,1.0,Completed,1.22,4,1.25,3.7,1.25,3.75,1.286,4.2,1.23,4.0
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Govortsova O.,Arn G.,156.0,95.0,205.0,324.75,6.0,7.0,7.0,6.0,6.0,1.0,2.0,1.0,Completed,1.4,2.75,1.36,3.0,1.4,2.8,,,1.48,2.55
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Loit E.,Sun T.T.,43.0,107.0,541.5,289.75,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.65,1.45,2.65,1.524,2.78,1.45,2.65
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Jankovic J.,Keothavong A.,3.0,178.0,3197.0,172.5,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.01,15,1.01,15.0,1.01,17.0,1.013,61.0,1.02,18.0
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Chakvetadze A.,Kerber A.,7.0,76.0,2193.0,399.75,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.05,9,1.07,8.0,1.05,8.5,1.056,15.0,1.05,10.0
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Gajdosova J.,Shaughnessy M.,105.0,33.0,293.5,625.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,3.25,1.33,3.05,1.35,3.05,1.35,3.55,1.364,3.1,1.35
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Meusburger Y.,Razzano V.,98.0,52.0,319.5,482.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,3.39,1.3,3.7,1.25,3.46,1.28,4.2,1.286,3.9,1.24
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Sromova H.,Peng S.,170.0,46.0,181.5,531.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,3.4,1.3,3.7,1.25,3.05,1.35,3.43,1.38,3.4,1.3
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Poutchek T.,Kutuzova V.,85.0,159.0,352.5,194.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.83,1.83,1.88,1.88,1.87,1.87,2.01,1.901,1.88,1.88
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Cornet A.,Kirilenko M.,139.0,42.0,228.5,558.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,4.33,1.19,4.25,1.2,4.0,1.22,4.89,1.233,3.8,1.25
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Williams V.,Kudryavtseva A.,31.0,59.0,717.0,453.5,2.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,1.04,9,1.05,10.0,1.04,9.25,1.065,13.3,1.04,10.0
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Sharapova M.,Chan Y.J.,2.0,51.0,3852.0,489.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.0,17,1.02,14.0,1.02,14.5,1.02,36.0,1.02,18.0
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Sugiyama A.,South M.,27.0,169.0,874.0,182.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.12,5.5,1.15,5.0,1.12,5.65,1.194,5.65,1.14,5.4
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Kuznetsova S.,Vakulenko J.,5.0,41.0,2790.0,566.0,4.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.1,6.5,1.1,6.3,1.1,6.25,1.12,8.55,1.12,6.0
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Mirza S.,Shvedova Y.,44.0,80.0,540.0,384.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.38,2.87,1.43,2.7,1.45,2.65,1.51,2.81,1.45,2.65
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Mattek B.,Bardina V.,116.0,62.0,267.5,440.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.65,1.45,2.65,1.493,2.83,,
34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Petrova N.,King V.,9.0,74.0,1862.0,404.5,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.16,4.5,1.2,4.25,1.2,4.25,1.219,5.17,1.2,4.3
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Vaidisova N.,Knapp K.,10.0,65.0,1819.0,427.75,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.03,11,1.03,12.0,1.04,9.25,1.047,17.5,1.04,10.0
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Golovin T.,Hsieh S.,17.0,125.0,1388.0,256.25,5.0,7.0,6.0,3.0,8.0,6.0,2.0,1.0,Completed,1.12,5.5,1.16,4.85,1.15,5.0,1.19,5.75,1.15,5.1
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Pratt N.,Dellacqua C.,40.0,111.0,573.0,278.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.66,2.1,1.69,2.1,1.72,2.05,1.813,2.13,1.68,2.12
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Paszek T.,Zahlavova Strycova B.,54.0,152.0,471.75,207.5,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.16,4.5,1.17,4.65,1.2,4.25,1.212,5.32,1.2,4.3
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Azarenka V.,Kostanic Tosic J.,53.0,86.0,480.5,349.75,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.16,4.5,1.17,4.65,1.18,4.5,1.233,4.9,1.23,4.0
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Benesova I.,Castano C.,100.0,92.0,311.5,333.5,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,1.9,1.8,1.9,1.85,2.0,1.75,2.08,1.847,1.86,1.9
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Garbin T.,Yan Z.,23.0,197.0,987.5,152.75,3.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,2.0,1.72,2.15,1.66,2.0,1.75,2.23,1.752,2.04,1.74
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Dementieva E.,Dechy N.,13.0,48.0,1783.0,510.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.53,2.37,1.55,2.35,1.5,2.5,1.543,2.74,1.53,2.44
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Tu M.,Gallovits E.,38.0,73.0,579.5,407.0,4.0,6.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.22,4,1.22,4.0,1.22,4.0,1.229,4.96,1.25,3.8
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Schiavone F.,Kremer A.,30.0,118.0,746.0,266.75,5.0,7.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.19,4.33,1.24,3.8,1.22,4.0,1.249,4.61,1.23,4.0
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Ivanovic A.,Czink M.,6.0,133.0,2544.0,236.75,6.0,0.0,7.0,6.0,,,2.0,0.0,Completed,1.01,13,1.02,14.0,1.02,14.5,1.018,36.0,1.02,18.0
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Safina D.,Bondarenko K.,14.0,39.0,1744.0,573.75,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,1.08,7,1.1,6.3,1.08,6.91,1.111,8.75,1.1,6.5
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Muller M.,Smashnova-Pistolesi A.,34.0,166.0,614.0,183.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.7,,,1.24,4.77,1.21,4.2
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Santangelo M.,Morita A.,29.0,174.0,830.0,176.5,6.0,1.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.22,4,1.28,3.5,1.22,4.0,1.276,4.32,1.25,3.8
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Rezai A.,Perry S.,60.0,88.0,450.5,346.25,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,2.62,1.44,2.65,1.45,2.65,1.45,2.83,1.505,2.65,1.45
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Radwanska A.,Pironkova T.,35.0,109.0,611.5,283.75,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.25,3.75,1.3,3.35,1.25,3.75,1.299,4.04,1.28,3.55
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Morigami A.,Brianti A.,71.0,101.0,409.75,304.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.25,3.75,1.17,4.65,1.22,4.0,1.25,4.6,1.23,4.0
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Wozniacki C.,Yakimova A.,103.0,130.0,295.5,242.5,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3,1.33,3.15,1.33,3.15,1.355,3.62,1.35,3.1
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Perebiynis T.,Gagliardi E.,201.0,129.0,149.5,249.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.37,1.5,2.5,1.5,2.5,1.585,2.61,1.5,2.52
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Bremond S.,Bychkova E.,37.0,93.0,588.75,332.25,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.5,2.5,1.45,2.65,1.57,2.3,1.556,2.7,1.57,2.34
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,1st Round,3,Ruano Pascual V.,Medina Garrigues A.,96.0,26.0,323.5,958.0,6.0,3.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,4.0,1.22,4.25,1.2,4.0,1.22,4.49,1.264,3.8,1.25
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,2nd Round,3,Williams S.,Molik A.,8.0,75.0,2130.0,401.75,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.05,9,1.07,8.0,1.05,8.5,1.062,14.07,1.05,10.0
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,2nd Round,3,Bartoli M.,Govortsova O.,19.0,156.0,1213.0,205.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5,1.13,5.4,1.12,5.65,1.17,6.38,1.17,4.75
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,2nd Round,3,Granville L.,Bammer S.,77.0,21.0,395.0,1058.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,4.33,1.19,4.25,1.2,4.25,1.2,4.89,1.233,4.0,1.23
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,2nd Round,3,Vesnina E.,Loit E.,67.0,43.0,426.75,541.5,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.61,2.2,1.63,2.2,1.57,2.3,1.676,2.38,1.68,2.12
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,2nd Round,3,Hingis M.,Nakamura A.,11.0,68.0,1817.0,421.5,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.19,4.33,1.24,3.7,1.2,4.25,1.251,4.59,1.25,3.8
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,2nd Round,3,Peer S.,Kanepi K.,16.0,58.0,1477.0,455.75,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.11,6,1.1,6.3,1.1,6.25,1.097,9.3,1.11,6.2
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,2nd Round,3,Jankovic J.,Gajdosova J.,3.0,105.0,3197.0,293.5,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.01,13,1.02,13.0,1.01,17.0,1.018,36.0,1.02,18.0
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,2nd Round,3,Sequera M.,Stosur S.,56.0,28.0,462.0,855.0,6.0,2.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,4.33,1.19,4.65,1.17,4.0,1.22,4.7,1.244,4.3,1.2
34,London,Wimbledon,2007-06-27,Grand Slam,Outdoor,Grass,2nd Round,3,Henin J.,Dushevina V.,1.0,83.0,4499.0,375.75,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.01,13,1.01,16.0,1.01,17.0,1.015,48.0,1.01,30.0
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Srebotnik K.,Ozegovic N.,22.0,186.0,1028.0,160.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.4,2.75,1.38,2.9,1.4,2.8,1.476,2.9,1.34,3.15
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Krajicek M.,O'brien K.,45.0,154.0,538.0,206.5,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.14,5,1.1,6.3,1.12,5.65,1.138,7.55,1.15,5.2
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Hantuchova D.,Likhovtseva E.,12.0,50.0,1813.0,489.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,1.2,4.33,1.2,4.25,1.18,4.5,1.218,5.19,1.22,4.1
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Chakvetadze A.,Poutchek T.,7.0,85.0,2193.0,352.5,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.03,11,1.01,15.0,1.03,11.0,1.03,24.0,1.04,10.0
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Schnyder P.,Vinci R.,15.0,49.0,1569.0,494.0,2.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.57,2.25,1.63,2.2,1.57,2.3,1.68,2.37,1.57,2.34
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Bondarenko A.,Szavay A.,24.0,72.0,971.0,409.25,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.3,3.4,1.28,3.5,1.25,3.75,1.297,4.07,1.27,3.65
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Dementieva E.,Benesova I.,13.0,100.0,1783.0,311.5,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.11,6,1.1,6.3,1.1,6.25,1.111,8.75,1.1,6.5
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Rezai A.,Schiavone F.,60.0,30.0,450.5,746.0,6.0,4.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,3.0,1.36,2.9,1.38,3.0,1.36,2.83,1.493,3.0,1.37
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Azarenka V.,Garbin T.,53.0,23.0,480.5,987.5,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.37,1.4,2.8,1.4,2.8,1.444,3.05,1.48,2.58
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Vaidisova N.,Pratt N.,10.0,40.0,1819.0,573.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.03,11,1.03,12.0,1.04,9.25,1.067,13.0,1.04,10.0
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Ivanovic A.,Tu M.,6.0,38.0,2544.0,579.5,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.03,11,1.04,11.0,1.04,9.25,1.056,15.0,1.03,12.0
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Paszek T.,Golovin T.,54.0,17.0,471.75,1388.0,6.0,2.0,3.0,6.0,6.0,1.0,2.0,1.0,Completed,1.9,1.8,1.95,1.8,2.0,1.75,2.06,1.862,1.97,1.8
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Safarova L.,Daniilidou E.,25.0,47.0,963.0,513.5,6.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.38,2.87,1.42,2.7,1.36,3.0,1.435,3.1,1.37,3.0
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Santangelo M.,Wozniacki C.,29.0,103.0,830.0,295.5,6.0,0.0,7.0,6.0,,,2.0,0.0,Completed,1.3,3.4,1.28,3.5,1.28,3.46,1.316,3.86,1.25,3.8
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Kuznetsova S.,Mattek B.,5.0,116.0,2790.0,267.5,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4,1.06,9.0,1.04,9.25,1.038,21.0,1.05,9.0
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Williams V.,Sromova H.,31.0,170.0,717.0,181.5,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.03,11,1.06,9.0,1.05,8.5,1.056,15.0,1.06,8.5
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Morigami A.,Safina D.,71.0,14.0,409.75,1744.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,7.0,1.08,5.4,1.13,5.65,1.12,7.97,1.13,6.0,1.12
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Sugiyama A.,Cornet A.,27.0,139.0,874.0,228.5,4.0,6.0,6.0,0.0,6.0,3.0,2.0,1.0,Completed,1.33,3.25,1.3,3.35,1.33,3.15,1.4,3.3,1.35,3.1
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Ruano Pascual V.,Perebiynis T.,96.0,201.0,323.5,149.5,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,2.2,1.61,2.2,1.63,2.12,1.67,2.43,1.654,2.22,1.63
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Radwanska A.,Muller M.,35.0,34.0,611.5,614.0,6.0,1.0,4.0,0.0,,,1.0,0.0,Retired,1.22,4,1.22,4.0,1.22,4.0,1.256,4.51,1.23,4.0
34,London,Wimbledon,2007-06-28,Grand Slam,Outdoor,Grass,2nd Round,3,Petrova N.,Mirza S.,9.0,44.0,1862.0,540.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.16,4.5,1.17,4.65,1.18,4.5,1.236,4.84,1.2,4.3
